MySQL Shell 1.0.11

Copyright (c) 2016, 2017, Oracle and/or its affiliates. All rights reserved.

Oracle is a registered trademark of Oracle Corporation and/or its
affiliates. Other names may be trademarks of their respective
owners.

Type '\help' or '\?' for help; '\quit' to exit.

Currently in JavaScript mode. Use \sql to switch to SQL mode and execute queries.
mysql-js> \sql
Switching to SQL mode... Commands end with ;
mysql-sql> \connect -c root@localhost:3306
Creating a Classic Session to 'root@localhost:3306'
Enter password: ****
Your MySQL connection id is 62
Server version: 5.7.21-log MySQL Community Server (GPL)
No default schema selected; type \use <schema> to set one.
mysql-sql> use northwind;
Query OK, 0 rows affected (0.06 sec)
mysql-sql> select distinct (A.PRODUCTNAME) as Productname from products a
       ... inner join ORDERDETAILS B on A.productid = B.productid;
+----------------------------------+
| Productname                      |
| Sir Rodney's Scones              |
| Sir Rodney's Scones              |
| Sir Rodney's Scones              |
| Sir Rodney's Scones              |
| Sir Rodney's Scones              |
| Sir Rodney's Scones              |
| Sirop d'rable                    |
| Sirop d'rable                    |
| Sirop d'rable                    |
| Sirop d'rable                    |
| Sirop d'rable                    |
| Sirop d'rable                    |
| Sirop d'rable                    |
| Sirop d'rable                    |
| Sirop d'rable                    |
| Sirop d'rable                    |
| Sirop d'rable                    |
| Sirop d'rable                    |
| Sirop d'rable                    |
| Sirop d'rable                    |
| Sirop d'rable                    |
| Sirop d'rable                    |
| Sirop d'rable                    |
| Sirop d'rable                    |
| Sirop d'rable                    |
| Sirop d'rable                    |
| Sirop d'rable                    |
| Sirop d'rable                    |
| Sirop d'rable                    |
| Sirop d'rable                    |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Spegesild                        |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Steeleye Stout                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Tarte au sucre                   |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Teatime Chocolate Biscuits       |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Thringer Rostbratwurst           |
| Tofu                             |
| Tofu                             |
| Tofu                             |
| Tofu                             |
| Tofu                             |
| Tofu                             |
| Tofu                             |
| Tofu                             |
| Tofu                             |
| Tofu                             |
| Tofu                             |
| Tofu                             |
| Tofu                             |
| Tofu                             |
| Tofu                             |
| Tofu                             |
| Tofu                             |
| Tofu                             |
| Tofu                             |
| Tofu                             |
| Tofu                             |
| Tofu                             |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tourtire                         |
| Tunnbrd                          |
| Tunnbrd                          |
| Tunnbrd                          |
| Tunnbrd                          |
| Tunnbrd                          |
| Tunnbrd                          |
| Tunnbrd                          |
| Tunnbrd                          |
| Tunnbrd                          |
| Tunnbrd                          |
| Tunnbrd                          |
| Tunnbrd                          |
| Tunnbrd                          |
| Tunnbrd                          |
| Tunnbrd                          |
| Tunnbrd                          |
| Tunnbrd                          |
| Tunnbrd                          |
| Tunnbrd                          |
| Tunnbrd                          |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Uncle Bob's Organic Dried Pears  |
| Valkoinen suklaa                 |
| Valkoinen suklaa                 |
| Valkoinen suklaa                 |
| Valkoinen suklaa                 |
| Valkoinen suklaa                 |
| Valkoinen suklaa                 |
| Valkoinen suklaa                 |
| Valkoinen suklaa                 |
| Valkoinen suklaa                 |
| Valkoinen suklaa                 |
| Vegie-spread                     |
| Vegie-spread                     |
| Vegie-spread                     |
| Vegie-spread                     |
| Vegie-spread                     |
| Vegie-spread                     |
| Vegie-spread                     |
| Vegie-spread                     |
| Vegie-spread                     |
| Vegie-spread                     |
| Vegie-spread                     |
| Vegie-spread                     |
| Vegie-spread                     |
| Vegie-spread                     |
| Vegie-spread                     |
| Vegie-spread                     |
| Vegie-spread                     |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Wimmers gute Semmelkndel         |
| Zaanse koeken                    |
| Zaanse koeken                    |
| Zaanse koeken                    |
| Zaanse koeken                    |
| Zaanse koeken                    |
| Zaanse koeken                    |
| Zaanse koeken                    |
| Zaanse koeken                    |
| Zaanse koeken                    |
| Zaanse koeken                    |
| Zaanse koeken                    |
| Zaanse koeken                    |
| Zaanse koeken                    |
| Zaanse koeken                    |
| Zaanse koeken                    |
| Zaanse koeken                    |
| Zaanse koeken                    |
| Zaanse koeken                    |
| Zaanse koeken                    |
| Zaanse koeken                    |
| Zaanse koeken                    |
+----------------------------------+
2155 rows in set (0.01 sec)
mysql-sql>
mysql-sql> select * from orders limit 1;
+---------+------------+------------+--------------------+--------------------+--------------------+---------+---------+---------------------------+--------------------+----------+------------+----------------+-------------+
| OrderID | CustomerID | EmployeeID | OrderDate          | RequiredDate       | ShippedDate        | ShipVia | Freight | ShipName                  | ShipAddress        | ShipCity | ShipRegion | ShipPostalCode | ShipCountry |
+---------+------------+------------+--------------------+--------------------+--------------------+---------+---------+---------------------------+--------------------+----------+------------+----------------+-------------+
|   10248 | VINET      |          5 | 1996-07-04 0:00:00 | 1996-00-00 0:00:00 | 1996-07-16 0:00:00 |       3 | 32.3800 | Vins et alcools Chevalier | 59 rue de l-Abbaye | Reims    | null       | 51100          | France      |
+---------+------------+------------+--------------------+--------------------+--------------------+---------+---------+---------------------------+--------------------+----------+------------+----------------+-------------+
1 row in set (0.31 sec)
mysql-sql> select * from orderdetails where orderid = 10248;
+---------+-----------+-----------+----------+----------+
| OrderID | ProductID | UnitPrice | Quantity | Discount |
+---------+-----------+-----------+----------+----------+
|   10248 |        11 |   14.0000 |       12 |        0 |
|   10248 |        42 |    9.8000 |       10 |        0 |
|   10248 |        72 |   34.8000 |        5 |        0 |
+---------+-----------+-----------+----------+----------+
3 rows in set (0.10 sec)
mysql-sql> select sum(quantity) from orderdetails where orderid = 10248;
+---------------+
| sum(quantity) |
+---------------+
|            27 |
+---------------+
1 row in set (0.07 sec)
mysql-sql> select A.orderid, sum(B.quantity) from orders A
       ... inner join orderdetails B on A.orderid = B.orderid;
+---------+-----------------+
| orderid | sum(B.quantity) |
+---------+-----------------+
|   10258 |           51317 |
+---------+-----------------+
1 row in set (0.24 sec)
mysql-sql> select A.orderid, sum(B.quantity) from orders A
       ... inner join orderdetails B on A.orderid = B.orderid
       ... group by (A.orderid);
+---------+-----------------+
| orderid | sum(B.quantity) |
+---------+-----------------+
|   10248 |              27 |
|   10249 |              49 |
|   10250 |              60 |
|   10251 |              41 |
|   10252 |             105 |
|   10253 |             102 |
|   10254 |              57 |
|   10255 |             110 |
|   10256 |              27 |
|   10257 |              46 |
|   10258 |             121 |
|   10259 |              11 |
|   10260 |             102 |
|   10261 |              40 |
|   10262 |              29 |
|   10263 |             184 |
|   10264 |              60 |
|   10265 |              50 |
|   10266 |              12 |
|   10267 |             135 |
|   10268 |              14 |
|   10269 |              80 |
|   10270 |              55 |
|   10271 |              24 |
|   10272 |              70 |
|   10273 |             152 |
|   10274 |              27 |
|   10275 |              18 |
|   10276 |              25 |
|   10277 |              32 |
|   10278 |              64 |
|   10279 |              15 |
|   10280 |              62 |
|   10281 |              11 |
|   10282 |               8 |
|   10283 |              76 |
|   10284 |              61 |
|   10285 |             121 |
|   10286 |             140 |
|   10287 |              75 |
|   10288 |              13 |
|   10289 |              39 |
|   10290 |              60 |
|   10291 |              46 |
|   10292 |              20 |
|   10293 |              33 |
|   10294 |              75 |
|   10295 |               4 |
|   10296 |              57 |
|   10297 |              80 |
|   10298 |             125 |
|   10299 |              35 |
|   10300 |              50 |
|   10301 |              30 |
|   10302 |              80 |
|   10303 |              85 |
|   10304 |              42 |
|   10305 |              80 |
|   10306 |              25 |
|   10307 |              13 |
|   10308 |               6 |
|   10309 |              75 |
|   10310 |              15 |
|   10311 |              13 |
|   10312 |              58 |
|   10313 |              12 |
|   10314 |              95 |
|   10315 |              44 |
|   10316 |              80 |
|   10317 |              20 |
|   10318 |              26 |
|   10319 |              52 |
|   10320 |              30 |
|   10321 |              10 |
|   10322 |              20 |
|   10323 |              13 |
|   10324 |             241 |
|   10325 |              71 |
|   10326 |              90 |
|   10327 |             140 |
|   10328 |              59 |
|   10329 |              50 |
|   10330 |              75 |
|   10331 |              15 |
|   10332 |              66 |
|   10333 |              60 |
|   10334 |              18 |
|   10335 |              86 |
|   10336 |              18 |
|   10337 |             137 |
|   10338 |              35 |
|   10339 |             108 |
|   10340 |              72 |
|   10341 |              17 |
|   10342 |             160 |
|   10343 |              69 |
|   10344 |             105 |
|   10345 |             159 |
|   10346 |              56 |
|   10347 |              70 |
|   10348 |              40 |
|   10349 |              24 |
|   10350 |              33 |
|   10351 |             120 |
|   10352 |              30 |
|   10353 |              62 |
|   10354 |              16 |
|   10355 |              50 |
|   10356 |              62 |
|   10357 |              54 |
|   10358 |              40 |
|   10359 |             206 |
|   10360 |             138 |
|   10361 |             109 |
|   10362 |              94 |
|   10363 |              44 |
|   10364 |              35 |
|   10365 |              24 |
|   10366 |              10 |
|   10367 |              76 |
|   10368 |              78 |
|   10369 |              38 |
|   10370 |              65 |
|   10371 |               6 |
|   10372 |             164 |
|   10373 |             130 |
|   10374 |              45 |
|   10375 |              25 |
|   10376 |              42 |
|   10377 |              40 |
|   10378 |               6 |
|   10379 |              44 |
|   10380 |              74 |
|   10381 |              14 |
|   10382 |             165 |
|   10383 |              55 |
|   10384 |              43 |
|   10385 |              38 |
|   10386 |              25 |
|   10387 |              48 |
|   10388 |              75 |
|   10389 |              81 |
|   10390 |             169 |
|   10391 |              18 |
|   10392 |              50 |
|   10393 |             176 |
|   10394 |              20 |
|   10395 |             106 |
|   10396 |             121 |
|   10397 |              28 |
|   10398 |             150 |
|   10399 |             139 |
|   10400 |              86 |
|   10401 |             168 |
|   10402 |             125 |
|   10403 |              91 |
|   10404 |             100 |
|   10405 |              50 |
|   10406 |              89 |
|   10407 |              60 |
|   10408 |              51 |
|   10409 |              24 |
|   10410 |              65 |
|   10411 |              74 |
|   10412 |              20 |
|   10413 |              78 |
|   10414 |              68 |
|   10415 |              22 |
|   10416 |              50 |
|   10417 |             123 |
|   10418 |             146 |
|   10419 |              80 |
|   10420 |              50 |
|   10421 |              59 |
|   10422 |               2 |
|   10423 |              34 |
|   10424 |             139 |
|   10425 |              30 |
|   10426 |              12 |
|   10427 |              35 |
|   10428 |              20 |
|   10429 |              75 |
|   10430 |             195 |
|   10431 |             130 |
|   10432 |              50 |
|   10433 |              28 |
|   10434 |              24 |
|   10435 |              32 |
|   10436 |              99 |
|   10437 |              15 |
|   10438 |              50 |
|   10439 |              67 |
|   10440 |             208 |
|   10441 |              50 |
|   10442 |             170 |
|   10443 |              18 |
|   10444 |              63 |
|   10445 |              21 |
|   10446 |              50 |
|   10447 |              77 |
|   10448 |              26 |
|   10449 |              69 |
|   10450 |              26 |
|   10451 |             238 |
|   10452 |             115 |
|   10453 |              40 |
|   10454 |              50 |
|   10455 |             125 |
|   10456 |              61 |
|   10457 |              36 |
|   10458 |             145 |
|   10459 |              76 |
|   10460 |              25 |
|   10461 |             128 |
|   10462 |              22 |
|   10463 |              71 |
|   10464 |              69 |
|   10465 |             118 |
|   10466 |              15 |
|   10467 |              40 |
|   10468 |              23 |
|   10469 |              77 |
|   10470 |              53 |
|   10471 |              50 |
|   10472 |              98 |
|   10473 |              24 |
|   10474 |              61 |
|   10475 |             137 |
|   10476 |              14 |
|   10477 |              56 |
|   10478 |              20 |
|   10479 |             148 |
|   10480 |              42 |
|   10481 |              64 |
|   10482 |              10 |
|   10483 |              65 |
|   10484 |              27 |
|   10485 |             130 |
|   10486 |              46 |
|   10487 |              59 |
|   10488 |              50 |
|   10489 |              33 |
|   10490 |             126 |
|   10491 |              22 |
|   10492 |              80 |
|   10493 |              35 |
|   10494 |              30 |
|   10495 |              35 |
|   10496 |              20 |
|   10497 |              64 |
|   10498 |              49 |
|   10499 |              45 |
|   10500 |              20 |
|   10501 |              20 |
|   10502 |              57 |
|   10503 |              90 |
|   10504 |              59 |
|   10505 |               3 |
|   10506 |              32 |
|   10507 |              30 |
|   10508 |              20 |
|   10509 |               3 |
|   10510 |              72 |
|   10511 |             110 |
|   10512 |              37 |
|   10513 |             105 |
|   10514 |             233 |
|   10515 |             286 |
|   10516 |             125 |
|   10517 |              16 |
|   10518 |              29 |
|   10519 |              66 |
|   10520 |              13 |
|   10521 |              19 |
|   10522 |             109 |
|   10523 |              64 |
|   10524 |              87 |
|   10525 |              45 |
|   10526 |              48 |
|   10527 |              80 |
|   10528 |              20 |
|   10529 |              44 |
|   10530 |             135 |
|   10531 |               2 |
|   10532 |              39 |
|   10533 |              98 |
|   10534 |              30 |
|   10535 |              80 |
|   10536 |             100 |
|   10537 |              86 |
|   10538 |               8 |
|   10539 |              44 |
|   10540 |             165 |
|   10541 |              84 |
|   10542 |              39 |
|   10543 |             100 |
|   10544 |              14 |
|   10545 |              10 |
|   10546 |              80 |
|   10547 |              84 |
|   10548 |              24 |
|   10549 |             203 |
|   10550 |              34 |
|   10551 |             100 |
|   10552 |              48 |
|   10553 |              89 |
|   10554 |              80 |
|   10555 |             143 |
|   10556 |              24 |
|   10557 |              50 |
|   10558 |              96 |
|   10559 |              30 |
|   10560 |              35 |
|   10561 |              60 |
|   10562 |              30 |
|   10563 |              95 |
|   10564 |              47 |
|   10565 |              43 |
|   10566 |              63 |
|   10567 |             103 |
|   10568 |               5 |
|   10569 |              65 |
|   10570 |              75 |
|   10571 |              39 |
|   10572 |              87 |
|   10573 |              83 |
|   10574 |              32 |
|   10575 |              58 |
|   10576 |              51 |
|   10577 |              48 |
|   10578 |              26 |
|   10579 |              31 |
|   10580 |              54 |
|   10581 |              50 |
|   10582 |              18 |
|   10583 |              44 |
|   10584 |              50 |
|   10585 |              15 |
|   10586 |               4 |
|   10587 |              46 |
|   10588 |             140 |
|   10589 |               4 |
|   10590 |              80 |
|   10591 |              74 |
|   10592 |              30 |
|   10593 |              45 |
|   10594 |              54 |
|   10595 |             215 |
|   10596 |              59 |
|   10597 |              67 |
|   10598 |              59 |
|   10599 |              10 |
|   10600 |              34 |
|   10601 |              95 |
|   10602 |               5 |
|   10603 |              73 |
|   10604 |              16 |
|   10605 |             135 |
|   10606 |              50 |
|   10607 |             213 |
|   10608 |              28 |
|   10609 |              19 |
|   10610 |              21 |
|   10611 |              31 |
|   10612 |             263 |
|   10613 |              48 |
|   10614 |              27 |
|   10615 |               5 |
|   10616 |              59 |
|   10617 |              30 |
|   10618 |             105 |
|   10619 |              82 |
|   10620 |              10 |
|   10621 |              50 |
|   10622 |              38 |
|   10623 |              94 |
|   10624 |              26 |
|   10625 |              18 |
|   10626 |              52 |
|   10627 |              50 |
|   10628 |              25 |
|   10629 |              29 |
|   10630 |              47 |
|   10631 |               8 |
|   10632 |              50 |
|   10633 |             164 |
|   10634 |             102 |
|   10635 |              65 |
|   10636 |              31 |
|   10637 |              95 |
|   10638 |             101 |
|   10639 |               8 |
|   10640 |              35 |
|   10641 |             110 |
|   10642 |              50 |
|   10643 |              38 |
|   10644 |              45 |
|   10645 |              35 |
|   10646 |              98 |
|   10647 |              50 |
|   10648 |              30 |
|   10649 |              35 |
|   10650 |              85 |
|   10651 |              32 |
|   10652 |              22 |
|   10653 |              50 |
|   10654 |              38 |
|   10655 |              20 |
|   10656 |              37 |
|   10657 |             204 |
|   10658 |             255 |
|   10659 |              84 |
|   10660 |              21 |
|   10661 |              52 |
|   10662 |              10 |
|   10663 |              80 |
|   10664 |              51 |
|   10665 |              31 |
|   10666 |              46 |
|   10667 |              59 |
|   10668 |              27 |
|   10669 |              30 |
|   10670 |             192 |
|   10671 |              32 |
|   10672 |              27 |
|   10673 |              15 |
|   10674 |               5 |
|   10675 |              70 |
|   10676 |              30 |
|   10677 |              38 |
|   10678 |             280 |
|   10679 |              12 |
|   10680 |             110 |
|   10681 |              70 |
|   10682 |              64 |
|   10683 |               9 |
|   10684 |              90 |
|   10685 |              39 |
|   10686 |              45 |
|   10687 |              66 |
|   10688 |              92 |
|   10689 |              35 |
|   10690 |              50 |
|   10691 |             182 |
|   10692 |              20 |
|   10693 |             111 |
|   10694 |             165 |
|   10695 |              34 |
|   10696 |              38 |
|   10697 |              76 |
|   10698 |             108 |
|   10699 |              12 |
|   10700 |             117 |
|   10701 |              97 |
|   10702 |              21 |
|   10703 |              75 |
|   10704 |              65 |
|   10705 |              24 |
|   10706 |              52 |
|   10707 |              89 |
|   10708 |               9 |
|   10709 |              78 |
|   10710 |              10 |
|   10711 |             174 |
|   10712 |              33 |
|   10713 |             182 |
|   10714 |             137 |
|   10715 |              51 |
|   10716 |              22 |
|   10717 |              72 |
|   10718 |             116 |
|   10719 |              55 |
|   10720 |              29 |
|   10721 |              50 |
|   10722 |             140 |
|   10723 |              15 |
|   10724 |              21 |
|   10725 |              22 |
|   10726 |              30 |
|   10727 |              40 |
|   10728 |              48 |
|   10729 |             120 |
|   10730 |              28 |
|   10731 |              70 |
|   10732 |              20 |
|   10733 |              61 |
|   10734 |              65 |
|   10735 |              22 |
|   10736 |              60 |
|   10737 |              16 |
|   10738 |               3 |
|   10739 |              24 |
|   10740 |              94 |
|   10741 |              15 |
|   10742 |             105 |
|   10743 |              28 |
|   10744 |              50 |
|   10745 |              92 |
|   10746 |              83 |
|   10747 |              82 |
|   10748 |             112 |
|   10749 |              31 |
|   10750 |              70 |
|   10751 |              77 |
|   10752 |              11 |
|   10753 |               9 |
|   10754 |               3 |
|   10755 |              99 |
|   10756 |              67 |
|   10757 |              91 |
|   10758 |             120 |
|   10759 |              10 |
|   10760 |              82 |
|   10761 |              53 |
|   10762 |             134 |
|   10763 |              66 |
|   10764 |             150 |
|   10765 |              80 |
|   10766 |             115 |
|   10767 |               2 |
|   10768 |              81 |
|   10769 |              80 |
|   10770 |              15 |
|   10771 |              16 |
|   10772 |              43 |
|   10773 |             110 |
|   10774 |              52 |
|   10775 |               9 |
|   10776 |             175 |
|   10777 |              20 |
|   10778 |              10 |
|   10779 |              40 |
|   10780 |              50 |
|   10781 |              58 |
|   10782 |               1 |
|   10783 |              15 |
|   10784 |              62 |
|   10785 |              20 |
|   10786 |              87 |
|   10787 |              35 |
|   10788 |              90 |
|   10789 |              93 |
|   10790 |              23 |
|   10791 |              34 |
|   10792 |              28 |
|   10793 |              22 |
|   10794 |              21 |
|   10795 |             100 |
|   10796 |              90 |
|   10797 |              20 |
|   10798 |              12 |
|   10799 |              65 |
|   10800 |              67 |
|   10801 |              60 |
|   10802 |             120 |
|   10803 |              54 |
|   10804 |              64 |
|   10805 |              20 |
|   10806 |              37 |
|   10807 |               1 |
|   10808 |              70 |
|   10809 |              20 |
|   10810 |              17 |
|   10811 |              63 |
|   10812 |              76 |
|   10813 |              47 |
|   10814 |              78 |
|   10815 |              16 |
|   10816 |              50 |
|   10817 |             155 |
|   10818 |              40 |
|   10819 |              27 |
|   10820 |              30 |
|   10821 |              26 |
|   10822 |               9 |
|   10823 |              90 |
|   10824 |              21 |
|   10825 |              32 |
|   10826 |              50 |
|   10827 |              36 |
|   10828 |               7 |
|   10829 |              61 |
|   10830 |              88 |
|   10831 |              27 |
|   10832 |              32 |
|   10833 |              38 |
|   10834 |              28 |
|   10835 |              17 |
|   10836 |             172 |
|   10837 |              92 |
|   10838 |              79 |
|   10839 |              45 |
|   10840 |              16 |
|   10841 |             111 |
|   10842 |              52 |
|   10843 |               4 |
|   10844 |              35 |
|   10845 |             245 |
|   10846 |              71 |
|   10847 |             288 |
|   10848 |              33 |
|   10849 |              67 |
|   10850 |              54 |
|   10851 |              67 |
|   10852 |              71 |
|   10853 |              10 |
|   10854 |             165 |
|   10855 |             103 |
|   10856 |              40 |
|   10857 |              75 |
|   10858 |              19 |
|   10859 |             105 |
|   10860 |              23 |
|   10861 |             140 |
|   10862 |              33 |
|   10863 |              32 |
|   10864 |              19 |
|   10865 |             140 |
|   10866 |              67 |
|   10867 |               3 |
|   10868 |              92 |
|   10869 |             120 |
|   10870 |               5 |
|   10871 |              78 |
|   10872 |              66 |
|   10873 |              23 |
|   10874 |              10 |
|   10875 |              61 |
|   10876 |              41 |
|   10877 |              55 |
|   10878 |              20 |
|   10879 |              32 |
|   10880 |             110 |
|   10881 |              10 |
|   10882 |              77 |
|   10883 |               8 |
|   10884 |              73 |
|   10885 |              87 |
|   10886 |             145 |
|   10887 |               5 |
|   10888 |              38 |
|   10889 |              80 |
|   10890 |              39 |
|   10891 |              15 |
|   10892 |              40 |
|   10893 |             119 |
|   10894 |             198 |
